	ncbi_taxon_id	taxon_rank_level	scientific_name	numRunsWhereFound Disease	meanRelAdun Disease	medianRelAdun Disease	SDRelAdun Disease	numRunsWhereFound Health	meanRelAdun Health	medianRelAdun Health	SDRelAdun Health	result	tStat	pValue	pStat
0	821	species	Bacteroides vulgatus	126	7.037707877460317	3.09008	9.241092425576758	978	5.5742061595398775	2.248555	7.743825796720674	PASS	2.075137222499919		0.039116135518625986
1	1755626	species	Faecalibacterium sp. MC_41	110	8.896187425818182	6.22875	8.375753174272097	845	8.463168269597633	6.52078	7.446594410132637	FAIL	0.6737617871496899		0.5011429379989604
2	204516	species	Bacteroides massiliensis	115	1.2092772924347823	0.0800791	2.717486224712175	906	1.0154678831236204	0.06363885	2.3017802802933094	FAIL	0.9336322618336415		0.35149548487616167
3	28116	species	Bacteroides ovatus	126	2.352907777142857	0.91451	3.1091967214015592	982	1.9807432715824849	0.90868	3.122482309608656	FAIL	1.5395653435955376		0.12497884640377695
4	818	species	Bacteroides thetaiotaomicron	122	1.2002155567213115	0.594187	1.5947522181298537	962	1.0167585294948025	0.5421145	1.452076111588519	FAIL	1.4956900343332715		0.13609996745515468
5	28117	species	Alistipes putredinis	120	0.8501643135	0.472873	0.980273272715117	952	1.3009258579306722	0.798605	1.5351369737466602	PASS	-5.463560171611545		9.266314057161048e-08
6	820	species	Bacteroides uniformis	128	3.381641468359375	2.308545	4.362479070474933	982	3.2122091340224035	1.837955	3.986157643778044	FAIL	0.5047881580528535		0.6141883799810823
7	626932	species	Alistipes indistinctus	79	0.1380651355696202	0.0528459	0.187115091280153	670	0.1642425221492537	0.0732704	0.3058244677909589	FAIL	-1.6440658911026624		0.10108538134769125
8	39485	species	[Eubacterium] eligens	124	1.319654169112903	0.415629	2.058105347811908	971	1.2177598485375902	0.595738	1.6113413451676275	FAIL	0.6523280247048994		0.5148734032379171
9	218538	species	Dialister invisus	97	0.8103159659793815	0.126921	1.789298414740487	809	1.1879079337206426	0.147636	3.079577200468056	PASS	-2.4448648853653427		0.014970601981161957
10	823	species	Parabacteroides distasonis	118	1.2892758119491523	0.448306	2.384908946095921	944	0.9542910409322034	0.4882205	1.5917844088798858	FAIL	1.8703708951115827		0.06282285946948295
