	ncbi_taxon_id	taxon_rank_level	scientific_name	numRunsWhereFound Disease	meanRelAdun Disease	medianRelAdun Disease	SDRelAdun Disease	numRunsWhereFound Health	meanRelAdun Health	medianRelAdun Health	SDRelAdun Health	result	tStat	pValue	pStat
0	816	genus	Bacteroides	128	20.32382838515625	16.8945	17.866284995569384	989	18.4629410546006	14.453	15.85895871841701	FAIL	1.3576125204666531		0.1759251405892797
1	216851	genus	Faecalibacterium	126	7.907379375555555	4.93813	8.25334915753489	985	7.92743918235533	6.09278	7.260366162318286	FAIL	-0.031707371515497136		0.974733172181674
2	239759	genus	Alistipes	124	1.971937397096774	0.9666275	2.6742792711486163	977	2.5763352471545544	1.61334	3.0091538334818777	PASS	-2.8633284749065875		0.004539998092649827
3	838	genus	Prevotella	127	6.6520988796062985	0.198282	15.630312452774607	982	5.481251337107943	0.2132575	12.960442914321302	FAIL	0.9824332312579048		0.3269504755017323
4	375288	genus	Parabacteroides	124	2.4224034570967743	1.34384	3.18699862815082	975	1.878051226133333	1.24134	2.110407773818265	PASS	2.275443014023677		0.023889842563634592
5	1730	genus	Eubacterium	125	1.6866715843200002	0.748001	2.3029321395185662	984	1.5716697095020324	0.926092	1.8076644163110505	FAIL	0.6578422191468716		0.5113295755975058
6	39948	genus	Dialister	103	0.8608732999029126	0.0984979	1.8171278673710247	863	1.2347819797798378	0.15854	3.222211219490564	PASS	-2.3632416003671635		0.018631084941791595
7	577309	genus	Paraprevotella	74	1.3443289867567565	0.1365819999999999	2.4577075591927096	650	1.0144383415246154	0.1066709999999999	2.047744865505337	FAIL	1.7596700824312173		0.07983187042432212
8	459786	genus	Oscillibacter	125	0.9739144464	0.541781	1.344636956038434	965	1.2641996828911917	0.686732	1.59788564346483	PASS	-2.7123371493743496		0.007120102516481604
9	572511	genus	Blautia	125	2.2002665144000004	1.52985	2.407229866191752	986	1.9084062914908724	1.22275	2.6015466543674446	FAIL	1.544855464038009		0.1236465756643884
10	1506553	genus	Lachnoclostridium	128	1.0322329965625	0.6544719999999999	1.1491628056804135	980	1.1144724634387757	0.5897435	1.94796117909498	FAIL	-0.8326908463250363		0.4055814630763951
11	577310	genus	Parasutterella	100	0.5038087866000001	0.1214015	0.7570732673222678	797	0.4149105476148055	0.0705965	0.8410649271691498	FAIL	1.4904326288276608		0.13735278279917076
12	35832	genus	Bilophila	81	0.2092570632839505	0.110501	0.2970549074889765	793	0.1877156139142496	0.0825347	0.4170362311731204	FAIL	0.8834905232596587		0.37768553543077854
13	1508657	genus	Ruminiclostridium	114	1.7027653872807016	0.726935	2.958515820775202	893	1.5954834246472565	0.855307	2.3408206987299707	FAIL	0.47740047461897406		0.6335513499639913
14	283168	genus	Odoribacter	98	0.1802227797959183	0.1190809999999999	0.241303306684909	856	0.2435792381612149	0.1494165	0.3171560465265569	PASS	-3.241237640156023		0.00133259758110112
15	189330	genus	Dorea	117	0.1532234674188034	0.0954689	0.2006975730535365	922	0.1188836481887201	0.07331335	0.1624675270403819	PASS	2.2485067906643836		0.025528697722758825
16	841	genus	Roseburia	123	0.7036366273983738	0.295891	1.28619416635806	963	0.6076861368951193	0.215111	1.0158152603145367	FAIL	0.9822724290048042		0.32704624577089125
17	33042	genus	Coprococcus	119	0.4016837790756303	0.144447	0.692972532183375	948	0.6103302893248945	0.2276535	1.08615243951091	PASS	-3.576660557430704		0.0004005672549274977
18	561	genus	Escherichia	55	0.0466825009090909	0.0204019	0.0648430461340194	454	0.0509423779955947	0.02388845	0.0732081319392115	FAIL	-0.8319071451637755		0.4062366497233796
19	872	genus	Desulfovibrio	97	0.1637719304123711	0.0403606	0.3796079049645144	789	0.1670051837655259	0.0479892	0.3378198037642486	FAIL	-0.1109909095447829		0.9117208331710898
20	1678	genus	Bifidobacterium	114	0.9533871759649124	0.1904775	2.235696008607289	948	1.1969690371624473	0.302174	3.0889323907392736	FAIL	-1.331798504737179		0.1839601014915245
21	244127	genus	Anaerotruncus	113	0.3145682230973451	0.149745	0.6519774669232548	929	0.265145387502691	0.137634	0.3719500650238048	FAIL	1.017231145764535		0.31024971909425125
